road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
Rua Miguel Teles Júnior,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Serra de Paracaina,residential,3,1.0,33,0.67,0.0,1.0,0.0,0.0,1.0,0.67,10.0,Low,low
Rua Nilo Peçanha,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Luiz Guimarães,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Sacramento Blake,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Tagi,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João Caetano,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Barra do Turvo,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Pereira da Silva,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua dos Capitães Generais,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua dos Campineiros,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Clark,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Domingos de Oliveira,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Marquês de Valença,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Antônio Coruja,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Talmud Thorá,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Guaripocaba,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Araújo Figueiredo,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Rio Vermelho,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Monsenhor Abreu,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Sacramento,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Pedro Vaz de Campos,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Manuel de Abreu,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Rua Melo Palheta,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Tanabi,residential,3,1.0,30,0.33,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Desembargador Guimarães,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Ciro Costa,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Minerva,residential,5,1.0,30,0.6,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Xerentes,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Ermelinda Americano,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Avenida Santa Marina,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Joaquim Ferreira,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Josef Kryss,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Alberto Barzaghi,residential,3,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Rubens Porta Nova,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Inhaúma,residential,2,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua José Amato,residential,5,1.0,30,0.8,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Iapó,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Professor Luciano Prata,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Professor Serpa Lopes,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Francisco Alves Santos Filho,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Engenheiro Franco Zampari,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Genebra,residential,2,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Aguiar de Barros,residential,2,1.0,35,0.5,0.0,1.0,0.0,0.0,1.0,0.5,10.0,Low,low
Rua Francisca Miquelina,residential,2,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Japurá,residential,4,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Comendador José Xavier Gouveia,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua do Bixiga,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Nestor Esteves Natividade,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Parintins,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Capitão Messias,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João de Barros,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Manoel Maria Tourinho,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Manuel Maria Tourinho,residential,4,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Praça Golda Meir,residential,2,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Itaguaba,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Atibaia,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Estevão de Almeida,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Professor Pedro da Cunha,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Itabaquara,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Itassucê,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Acaraú,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Lourenço Granato,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Seng,residential,3,1.0,33,1.0,0.0,1.0,0.0,0.0,0.67,0.67,10.0,Low,low
Rua Sílvia,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Santa Branca,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Engenheiro Monlevade,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Fausto Ferraz,residential,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua dos Belgas,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua dos Franceses,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Veloso Guerra,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Cunha Bueno,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Conselheiro Ramalho,residential,4,1.0,35,0.5,0.0,1.0,0.0,0.0,1.0,0.5,10.0,Low,low
Rua Décio Abramo,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Sara Bernhard,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Porto Feliz,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Joana D'Arc,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Dois Córregos,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Catarina Cortez,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Hipias,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Itapira,residential,2,1.0,25,1.0,0.0,1.0,0.0,0.0,1.0,0.5,10.0,Low,low
Travessa Alta Floresta,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Silica,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Martins Bonilha,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Valentim Magalhães,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Dias Leme,residential,5,1.0,30,0.8,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Porfírio Prado,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Pires de Campos,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Lemos Torres,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Sebastião Preto,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua São Rafael,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Pedro de Lucena,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Virgilio de Freitas,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Senador Felício dos Santos,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Thomáz Gonzaga,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Rua Carlos Chagas,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Artur Sabóia,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Madeira,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Itariri,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João Kopke,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Amazonas,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Maurício de Barros,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Economizadora,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Luís Pisa,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João Jacinto,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Pedro Álvares Cabral,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Odete Sá Barbosa,residential,1,1.0,20,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Benedita Sá Barbosa,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Padre Taddei,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Godói Preto,residential,3,1.0,30,0.33,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Camilo João Christófaro,residential,1,1.0,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Major Marcelino,residential,1,1.0,40,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Itapiraçaba,residential,1,1.0,40,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Ventos do Norte,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Euclydes da Cunha,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Henrique Dias,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Elisa Whitacker,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Teixeira Freitas,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Nicolau Barreto,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Sargento Capistrano,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Dona Joaquina Francisca de Paiva,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Rua Rodrigo Cézar de Menezes,residential,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Evaristo da Veiga,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Agostinho Nunes de Abreu,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Rua Indá,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Imbaúba,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Caruapana,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Intendência,residential,5,1.0,30,0.6,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Nelson Cruz,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Brodosqui,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Salvador Fiordelisio,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Água Santa,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Sariema,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João Borba,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Rodrigues Sanches,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João Comino Lopes,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Tapati,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Vergel,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Teresa,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Margarida Silveira Leite,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Iperana,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Joá,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Manuel Pereira Lobo,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua São José do Barreiro,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Monteiro Caminhoá,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Carlos Del Prete,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Irmã Úrsula,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Limonita,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Azorica,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Bebedouro,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Cidade de São Simão,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Serra da Mantiqueira,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Brigadeiro Moraes,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João Sanitisi,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Afonso Milliet,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Juventina Santana,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Ubajara,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Arinaia,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Itabaiana,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João de Canha,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Rua Analândia,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Joaquim Lopes Figueira,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Rua Antônio Rocco,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Souza Leão,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Orozimbo Maia,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Santa Albertina,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Rua Francisco da Costa,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Rua Cipó da Mata,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Rodrigo Álvarez,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Miraluz,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Serra de Agudos,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João Carlos Frederico Coelho,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Tarcisio Maria da Costa,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Guaçui,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Rua Isidoro,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Jupirá,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Ministro Macedo Couto,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Roberto Lessa,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João da Costa,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua João Pires,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua dos Pássaros,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Professor Cunha Filho,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Rua Timbó,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Vileta,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Conselheiro Benevides,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Rubião Junior,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Visconde de Cairu,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Botumirim,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua José de Campos Melo,residential,1,1.0,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Euchário Rebouças de Carvalho,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua 10 de Setembro,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Travessa Índio Barnabé,residential,1,1.0,20,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Índio Barnabé,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Paulo Mallet,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Élvio Mário Cinquegrana,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Gabriel Marques,residential,1,1.0,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Daniel Ventura,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua José Henrique,residential,1,1.0,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Aureliano Pizzoti,residential,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Deputado Vicente Penido,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Fragata Amazonas,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Iracema de Alencar,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Praça Arquimedes Memoria,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Solange silva,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Amadeu dos Santos Reigota,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Arruda Ferreira,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Doutor Soares de Gouveia,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Marechal Odylio Denys,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Milton Ribeiro,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Professor Hermenegildo de Campos Almeida,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Gabriel da Veiga,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Maria Medeiros,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Antenor Guirlanda,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Frei Francisco Solano,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Sampaio Correia,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Paulo Emílio Sales Gome,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Henrique da Silva,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Amedea Centini,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Praça José Del Picchia Filho,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Poconé,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Alegrete,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Valença,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Plinio de Morais,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Andre Dreyfus,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Varginha,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Mococa,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Cafelândia,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Itajubá,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Praça Doutor Silas Botelho,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Valparaíso,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Ipacaraí,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
