road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
RCF Marg,residential,3,1.0,30,0.33,0.0,1.0,0.67,0.0,1.0,1.0,12.0,Low,low
30th Cross Road,residential,2,1.5,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,Low,medium
Road No 3,residential,6,1.0,30,0.17,0.17,0.83,0.5,0.0,1.0,1.0,11.7,Low,low
P L K Marg,residential,2,1.0,30,0.5,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
Taikalwadi Marg,residential,2,1.0,30,0.0,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
Shastri Nagar Road,residential,8,1.0,30,0.25,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
Sunder Nagar Road Number 2,residential,2,1.0,30,0.0,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
Pherozeshah Mehta Road,residential,2,1.0,30,1.0,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
Veronica Street,residential,2,1.0,30,1.0,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
HM Patil Road,residential,2,1.0,30,0.0,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
Gurudwara Road,residential,2,1.0,30,0.0,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
Dharavi Main Road,residential,8,1.0,30,0.25,0.0,1.0,0.5,0.0,1.0,1.0,11.5,Low,low
28th Road,residential,3,1.3,30,0.33,0.0,1.0,0.0,0.0,0.67,1.0,11.3,Low,low
Soonawala Agiary Lane,residential,5,1.0,30,0.2,0.0,1.0,0.4,0.0,1.0,1.0,11.2,Low,low
Tabkeshwari Mahadev Mandir Road,residential,5,1.0,30,0.4,0.0,1.0,0.4,0.0,1.0,1.0,11.2,Low,low
Dr Madhukar B. Raut Marg,residential,8,1.0,30,0.38,0.0,1.0,0.38,0.0,1.0,1.0,11.1,Low,low
Pipeline Road,residential,18,1.2,32,0.17,0.0,0.56,0.11,0.0,1.0,1.0,11.1,Low,low
Kokri Agar Road,residential,3,1.0,30,0.0,0.0,1.0,0.33,0.0,1.0,1.0,11.0,Low,low
Balaram Khedekar Marg,residential,3,1.0,30,0.0,0.0,1.0,0.33,0.0,1.0,1.0,11.0,Low,low
6th Road,residential,6,1.0,30,0.5,0.0,1.0,0.33,0.0,1.0,1.0,11.0,Low,low
Naushad Ali Road,residential,4,1.2,30,0.75,0.0,1.0,0.0,0.0,0.25,1.0,11.0,Low,low
3rd Road,residential,3,1.0,30,0.67,0.0,1.0,0.33,0.0,1.0,1.0,11.0,Low,low
30th Road,residential,3,1.0,30,0.67,0.0,1.0,0.33,0.0,1.0,1.0,11.0,Low,low
D'Monte Park Road Extension,residential,3,1.0,30,0.67,0.0,1.0,0.33,0.0,0.0,1.0,11.0,Low,medium
Deonar Farm Road,residential,3,1.0,30,0.0,0.0,1.0,0.33,0.0,1.0,1.0,11.0,Low,low
Veronica Road,residential,4,1.0,30,1.0,0.0,1.0,0.25,0.0,1.0,1.0,10.8,Low,low
10th Road,residential,5,1.0,30,0.0,0.0,1.0,0.2,0.0,1.0,1.0,10.6,Low,low
Munjra Street,residential,2,1.0,30,0.0,0.0,0.5,1.0,0.0,1.0,1.0,10.5,Low,low
Eknath Buwa Hatiskar Marg,residential,3,1.0,30,0.0,0.0,0.67,0.67,0.0,1.0,1.0,10.3,Low,low
Perry Cross Road,residential,4,1.0,30,0.25,0.0,0.75,0.5,0.0,0.75,1.0,10.2,Low,low
Road No 4,residential,15,1.0,30,0.13,0.0,0.87,0.27,0.0,1.0,1.0,10.1,Low,low
Din Quarry Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 57 Road no.1A,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
I D Bhuva Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 14,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 27,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
P B Sule Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 28A,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 15,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 13,residential,4,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Marg No 2,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parsi Colony Road No 4,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Jain Derasar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parsi Colony Road No 5,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 5 Road no.5,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 5 Road no.4,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 5 Road no.3,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Lokmanya Tilak Vasahat Road No. 1,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 5 Road no.2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
R K Parekh Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road no.10,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dr Ghanti Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parsi Colony Road No.13,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
D.V. Pradhan Road,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Jehangir Vimadalal Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Firdausi Road,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Chhabildas Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dr D'Silva Marg,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
V. S. Matkar Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
D Vachanalaya Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
D Raul Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Baburao Parulekar Marg,residential,6,1.0,30,0.33,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mahilashram Road,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
K A Subramanyam Marg,residential,2,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Matunga Station Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 5 Road no.9,residential,3,1.0,30,0.33,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
R.P. Masani Marg,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 33,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Telang Cross Road no.3,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 57 Road no.10,residential,2,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Varadraj Addye Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Pandit Satawlekar Marg,residential,5,1.0,30,0.4,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Telang Cross Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Wenden Avenue,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 5 Road no.6,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 6 Road no.1,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Scheme 5 Road no.10,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
VJTI Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Pitamber Lane,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St michael school road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Narayan Pathare Marg,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
HMA Faqir Street,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
S B Kadri Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
L. J. Cross Road No 2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ganesh Peth Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ram Maruti Marg,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
D L Vaidya Marg,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Pandit Gunidas Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shiv Sena Bhavan Path,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Anant Patil Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bhagat Gully,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mahim Sarvajanik Vachnalaya Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Gopi Tank Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
S K S Marg,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Jambhekar Path,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Khot Gali,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bhandar Gully,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
MN Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Chalankar Arvind Hari Raut Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Yadav Patil Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road 13,residential,4,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No.11,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road 16,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road 14,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road 12,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
New Hall Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St Anthony Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parshiwadi Road,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Swadeshi Mills Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bhai Dhondu Tambe Marg,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bhomiya Mandir Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Daima Marg Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Polytechinc Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Kher Nagar Road Number 6,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Saraswati Road,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Chapel Lane,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Nivas Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Tilak Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Tagore Road,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Besant Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Anand Nagar Lane,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
V M Bhargav Road,residential,2,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Convent Avenue,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
9th Road,residential,6,1.0,30,0.17,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
West Avenue,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Central Avenue,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
11th Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 11,residential,5,1.0,30,0.2,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Saint Francis Road,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
14th B Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Craft Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Sarojini Extension road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Best Colony Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dadabhai Cross Road No 3,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
2nd Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dadabhai Cross Road No 2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dadabhai Cross Road No 1,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
18th Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
19th Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Chuim Village Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,0.5,1.0,10.0,Low,low
16th Road,residential,2,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Jitendra Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
21st Road,residential,4,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road Nr 3,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parsi Colony Road No 6,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Kane Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Nityanand Street,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mount Mary Road,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Smt. Shobha Bhaskar Joshi Marg,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Chimbai Road Extension,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Chimbai Road,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Dominic Road,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,0.5,10.0,Low,low
Saint Joseph Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bullock Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Cross Road 2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Cross Road 1,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St Sebastian Cross Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Martin's Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Somnath Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
23rd Road (St. Theresa's Road),residential,3,1.0,30,0.33,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. John Street,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Cyril Road,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dr. Raghunath Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
SG Joshi Marg,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
31st Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ice Factory Lane,residential,2,1.0,15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
14th Road,residential,4,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Convent Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Alexius Road,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
25th Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Leo Road,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
D'Monte Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Anthony Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
SV Patel Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Datta Mandir Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Zig Zag Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
St Anne's Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
YMCA Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
V Manjrekar Marg,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parsi Colony Road No 7,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Sohrab Palamkote Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parsi Colony Road No.14,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ardeshir B Homavazir Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Saint Monica Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
SIES Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Shankar Aabaji Bhise Road,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Jasmine Mill Road,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
23rd Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 27A,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
United Jain Student Home Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
D.V Deshpande Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shankar Rao H. Parelkar Marg,residential,3,1.0,30,0.33,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shivaji Park Road no.1,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bhikoba Waman Pathare Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dr V.J. Rath Path,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ganesh Mandir Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Sewri Cross Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
H R Mahajani Road (College Road),residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ashoka Vriksh Path,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
College Street,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Swadeshi Mill Road,residential,4,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
P R Kadam Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Garden Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shreyas Cinema Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Govandi Police Station Lane,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Gaothan Path No 1,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ghatla Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
"Chaitanya Nagar, MHB Colony",residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shree Kheteshwar Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shri Gurudatta Mandir Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ram Narayan Narkar marg,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mysore Colony internal road,residential,5,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Deobai Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Danda Avenue,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vasantrao Bhagwati Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shrimad Rajchandra Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Babli Mahadev Kanekar Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bhakti Dham Mandir Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shree Ahobila Mutt Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Saint Anthony Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shri Ahobila Mutt Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
7th Cross Road,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Anthony's Road,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vishnu Nagar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
our lady of velankanni marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
P Keluskar Mg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Golpha Devi Mandir Marg,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Anant Vishram Nagvekar Marg,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vasant Patil Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Trimurti Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vidyabhavan Road,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Street 1: Lane 1,residential,3,1.0,30,0.67,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Street 1: Lane 2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Raheja Acropolis Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
38th Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rd4-Rd6 Connector 1,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rd4 - Rd6 Connector 2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rd5-Rd6 Connector,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
